series ,OPEN ,HIGH ,LOW ,PREV. CLOSE ,ltp ,close ,vwap ,52W H ,52W L ,VOLUME ,VALUE ,No of trades 
EQ,70.11,70.89,68.28,68.22,69.39,69.38,69.68,70.89,17.7,"13,15,39,602","9,16,50,64,060.56","4,07,603"
EQ,523.45,525.4,510.5,519.35,522.45,522.2,520.01,527.4,226.85,"1,19,72,565","6,22,58,81,878.80","1,32,419"
EQ,"1,844.00","1,866.00","1,811.25","1,832.40","1,845.00","1,847.20","1,846.41","2,174.10",815.55,"99,22,499","18,32,09,74,543.40","1,41,352"
EQ,735.5,749.3,712.65,729.25,717.0,734.45,737.16,895.85,259.5,"1,20,76,205","8,90,21,48,604.25","1,82,898"
EQ,348.25,350.65,342.6,349.8,349.2,348.2,347.16,356.95,190.65,"1,79,76,593","6,24,07,89,824.90","1,37,801"
EQ,399.8,406.6,391.05,395.75,393.5,392.25,397.69,594.8,239.2,"1,71,27,806","6,81,15,76,663.50","1,38,856"
EQ,176.83,190.0,174.73,175.91,183.2,183.62,183.72,663.0,124.25,"2,63,07,292","4,83,30,46,972.93","2,38,105"
EQ,403.7,404.8,399.55,399.85,400.2,400.7,401.64,506.0,167.0,"6,56,545","26,36,93,309.35","14,367"
EQ,"3,008.00","3,020.90","3,002.30","3,026.30","3,009.00","3,010.85","3,010.83","3,217.60","2,220.30","50,28,673","15,14,04,71,169.85","2,01,961"
EQ,296.0,301.45,286.6,293.73,289.0,287.86,295.01,311.8,106.0,"67,42,838","1,98,92,19,309.44","68,241"
EQ,332.05,337.45,329.75,331.9,334.85,334.2,334.82,339.55,171.4,"2,13,93,361","7,16,28,20,180.55","1,56,724"
EQ,151.5,153.7,147.0,150.85,148.5,148.47,150.46,170.5,52.75,"1,98,42,731","2,98,55,01,675.76","96,624"
EQ,105.5,105.98,104.75,105.49,105.24,105.04,105.1,118.4,48.4,"2,60,15,515","2,73,42,94,293.24","1,15,443"
EQ,722.0,729.9,716.8,715.25,727.3,728.0,726.19,752.0,286.0,"29,72,729","2,15,87,65,403.45","81,279"
EQ,409.5,417.4,408.55,406.95,415.85,416.0,415.0,417.4,209.65,"2,97,27,771","12,33,70,58,934.35","2,55,904"
EQ,715.4,725.8,710.0,713.05,711.5,713.1,717.92,814.9,532.0,"21,32,948","1,53,12,83,231.40","50,921"
EQ,990.00,992.00,980.15,976.50,989.00,988.25,986.35,"1,097.00",581.6,"9,84,608","97,11,66,529.20","35,589"
EQ,446.4,455.0,445.0,444.1,453.35,453.6,451.81,464.2,228.05,"2,12,27,714","9,59,08,70,969.15","1,77,640"
EQ,364.9,373.2,364.05,363.05,368.5,368.5,369.32,377.95,191.7,"53,00,221","1,95,74,85,508.10","87,445"
EQ,352.0,354.1,346.15,348.2,351.0,350.05,350.05,687.95,293.4,"1,72,24,023","6,02,92,91,390.75","1,49,147"
EQ,687.0,702.65,685.0,683.6,688.45,687.75,692.11,828.0,253.0,"7,92,693","54,86,33,761.05","22,150"
EQ,105.7,106.3,103.8,105.04,105.0,105.05,105.02,118.4,48.4,"3,22,07,899","3,38,23,93,922.57","1,20,476"
EQ,535.0,542.25,528.0,522.2,540.3,540.4,536.78,542.25,226.85,"3,47,63,894","18,66,06,12,176.20","3,19,396"
EQ,720.0,752.9,715.0,734.45,736.55,738.0,734.84,895.85,259.5,"1,36,49,371","10,03,01,58,919.55","2,36,117"
EQ,69.93,70.99,66.22,69.38,68.35,67.98,68.63,70.99,17.7,"13,48,24,650","9,25,24,22,941.19","4,18,582"
EQ,149.6,150.0,146.0,148.47,146.49,146.51,147.78,170.5,52.75,"1,15,03,150","1,69,99,07,970.80","64,676"
EQ,692.0,693.7,670.05,687.75,681.05,677.1,683.23,828.0,253.0,"5,94,519","40,61,90,830.20","21,600"
EQ,182.0,182.49,177.87,181.67,179.55,179.73,179.81,196.8,85.5,"2,61,84,112","4,70,82,45,770.58","1,48,288"
EQ,337.8,344.7,337.15,334.2,341.0,341.75,341.04,344.7,171.4,"3,60,44,960","12,29,27,80,319.80","2,45,386"
EQ,"3,024.00","3,036.00","3,008.60","3,010.85","3,035.90","3,030.60","3,025.50","3,217.60","2,220.30","53,82,111","16,28,35,66,572.30","2,19,081"
EQ,392.45,393.5,384.75,392.25,391.8,391.4,388.92,594.8,239.2,"88,40,248","3,43,81,76,028.15","70,768"
EQ,454.95,465.85,454.05,453.6,465.45,464.4,460.51,465.85,228.05,"3,40,19,552","15,66,63,85,605.05","2,80,033"
EQ,351.0,351.9,344.6,350.05,348.6,349.1,347.84,687.95,293.4,"1,69,59,971","5,89,93,99,661.60","1,36,690"
EQ,290.55,293.5,282.45,287.86,284.5,284.2,287.85,311.8,106.0,"30,73,383","88,46,66,902.40","45,353"
EQ,713.6,720.5,701.4,713.1,704.0,703.45,710.36,814.9,532.0,"13,00,218","92,36,27,666.85","41,069"
EQ,403.4,412.35,398.1,400.7,400.0,400.5,405.83,506.0,167.0,"21,68,439","88,00,14,843.80","31,177"
EQ,242.95,243.95,237.12,240.97,238.99,239.0,240.2,246.3,111.5,"2,19,67,072","5,27,64,47,784.43","1,39,117"
EQ,419.9,424.35,415.6,416.0,423.5,423.45,421.7,424.35,209.65,"2,88,03,487","12,14,64,34,940.10","2,28,899"
EQ,728.5,748.0,722.55,728.0,731.8,727.65,736.58,752.0,286.0,"40,12,480","2,95,54,99,152.95","90,029"
EQ,996.00,"1,006.65",975.20,988.25,984.35,983.30,991.54,"1,097.00",581.6,"12,42,869","1,23,23,57,344.60","50,439"
EQ,184.39,184.95,175.8,183.62,178.2,178.02,179.78,663.0,124.25,"1,07,62,857","1,93,49,13,594.23","86,871"
EQ,351.15,362.5,350.15,348.2,361.5,361.1,359.41,362.5,190.65,"2,67,92,459","9,62,94,46,030.85","2,25,359"
EQ,"1,850.00","1,920.00","1,843.35","1,847.20","1,905.50","1,901.95","1,878.40","2,174.10",815.55,"1,17,27,943","22,02,98,11,374.20","2,35,838"
EQ,371.9,372.9,364.3,368.5,366.5,367.75,368.62,377.95,191.7,"60,67,337","2,23,65,54,122.05","65,188"
EQ,460.3,471.0,452.35,464.4,460.0,460.35,462.75,471.0,228.05,"2,75,34,299","12,74,13,80,090.65","2,38,921"
EQ,174.11,184.2,171.17,178.02,178.94,179.38,180.43,663.0,124.25,"1,12,76,291","2,03,45,43,771.48","85,539"
EQ,969.00,974.65,953.15,983.30,958.00,956.75,962.51,"1,097.00",581.6,"19,82,275","1,90,79,59,356.25","46,126"
EQ,727.9,740.75,720.95,738.0,726.9,726.35,730.26,895.85,259.5,"56,69,123","4,13,99,59,614.70","1,00,727"
EQ,"3,010.00","3,018.65","2,986.55","3,030.60","2,992.00","2,998.65","3,001.82","3,217.60","2,220.30","51,34,124","15,41,16,92,078.15","1,76,635"
EQ,660.0,674.0,656.0,677.1,661.15,658.6,664.55,828.0,253.0,"7,30,037","48,51,43,200.05","20,297"
EQ,236.39,239.5,232.1,239.0,236.64,237.01,236.79,246.3,111.5,"1,49,30,829","3,53,55,30,621.22","1,12,233"
EQ,143.0,144.95,142.26,146.51,144.1,143.81,143.81,170.5,52.75,"1,18,12,640","1,69,87,58,107.91","74,857"
EQ,"1,868.95","1,914.80","1,861.15","1,901.95","1,878.00","1,881.40","1,894.49","2,174.10",815.55,"18,27,128","3,46,14,71,565.30","77,961"
EQ,735.0,735.15,711.0,727.65,722.85,722.05,720.34,752.0,286.0,"16,20,560","1,16,73,49,858.45","59,418"
EQ,178.0,179.29,174.64,179.73,176.93,177.29,177.21,196.8,85.5,"2,70,97,002","4,80,18,94,065.82","1,23,866"
EQ,338.0,338.0,328.65,341.75,330.35,330.1,333.27,344.7,171.4,"2,29,39,377","7,64,49,45,477.85","2,02,003"
EQ,67.8,71.37,67.05,67.98,71.37,71.35,70.37,71.37,17.7,"13,10,96,033","9,22,49,11,716.14","2,66,186"
EQ,358.0,361.05,354.0,361.1,357.6,358.25,357.25,362.5,190.65,"1,37,71,470","4,91,98,46,739.35","1,41,022"
EQ,364.65,366.6,360.25,367.75,362.05,362.4,363.54,377.95,191.7,"16,77,139","60,97,12,283.40","35,471"
EQ,103.0,103.95,102.36,105.05,103.42,103.31,103.27,118.4,48.4,"2,48,54,216","2,56,68,11,231.67","1,21,800"
EQ,416.25,426.3,413.35,423.45,420.0,419.7,419.39,426.3,209.65,"2,42,33,263","10,16,32,93,058.75","2,31,811"
EQ,691.25,703.15,675.8,703.45,678.95,679.45,690.35,814.9,532.0,"17,61,783","1,21,62,42,516.95","27,379"
EQ,279.75,281.65,275.25,284.2,278.45,278.9,279.41,311.8,106.0,"33,30,015","93,04,37,426.75","54,031"
EQ,396.0,400.6,392.5,400.5,395.65,395.35,396.57,506.0,167.0,"8,75,410","34,71,58,914.45","18,981"
EQ,390.2,398.5,383.85,391.4,388.75,389.25,391.79,594.8,239.2,"1,24,74,802","4,88,75,02,321.60","1,04,123"
EQ,346.9,350.95,340.05,349.1,347.9,347.1,347.11,687.95,293.4,"1,51,20,989","5,24,86,94,016.05","1,24,026"
EQ,534.0,537.2,522.3,540.4,524.65,524.5,528.74,542.25,226.85,"1,09,85,150","5,80,82,55,324.80","1,97,654"
EQ,342.0,346.95,334.4,347.1,341.0,341.7,341.16,687.95,293.4,"2,38,68,328","8,14,28,33,643.10","1,91,189"
EQ,387.05,387.05,371.0,395.35,373.4,373.0,378.33,506.0,167.75,"15,59,657","59,00,68,728.45","42,571"
EQ,700.0,719.2,681.0,726.35,687.0,690.85,700.7,895.85,264.75,"1,53,29,072","10,74,10,79,985.85","2,38,515"
EQ,"1,810.00","1,854.50","1,760.00","1,881.40","1,768.00","1,768.75","1,802.04","2,174.10",815.55,"17,59,935","3,17,14,65,019.85","1,04,221"
EQ,641.0,649.9,625.7,658.6,625.7,626.2,631.81,828.0,253.0,"11,37,324","71,85,73,693.45","27,617"
EQ,387.0,392.65,377.05,389.25,389.1,388.75,385.44,594.8,239.2,"1,40,77,705","5,42,60,62,738.25","1,13,406"
EQ,320.35,323.3,306.0,330.1,309.0,310.25,313.22,344.7,172.1,"3,79,86,023","11,89,78,43,557.50","3,10,833"
EQ,"2,960.00","2,967.80","2,866.50","2,998.65","2,896.00","2,894.65","2,901.81","3,217.60","2,220.30","85,23,352","24,73,31,28,212.00","4,48,630"
EQ,172.0,176.54,166.69,179.38,170.0,170.47,170.84,663.0,124.25,"1,60,07,533","2,73,47,26,691.34","1,19,658"
EQ,69.9,71.64,67.78,71.35,67.79,67.85,69.03,71.64,18.25,"20,99,04,382","14,48,99,38,156.47","5,45,115"
EQ,172.0,174.88,166.99,177.29,170.09,170.59,171.1,196.8,85.5,"3,75,79,908","6,42,98,39,110.81","2,36,437"
EQ,691.0,704.55,676.0,722.05,684.0,684.45,687.51,752.0,289.1,"25,92,232","1,78,21,76,798.55","1,00,344"
EQ,407.65,415.65,404.65,419.7,411.5,413.25,411.31,426.3,211.8,"4,24,89,503","17,47,64,35,134.90","2,57,197"
EQ,937.90,946.05,903.45,956.75,917.00,917.85,920.78,"1,097.00",581.6,"33,33,943","3,06,98,42,029.80","78,716"
EQ,446.0,452.9,430.1,460.35,432.9,434.8,439.06,471.0,228.05,"2,83,71,364","12,45,68,47,684.20","3,99,778"
EQ,666.0,672.0,645.0,679.45,650.8,649.15,657.32,814.9,532.0,"20,57,151","1,35,22,13,976.25","32,096"
EQ,230.0,230.78,221.0,237.01,224.15,224.57,225.75,246.3,111.5,"1,86,27,263","4,20,51,31,330.63","1,66,751"
EQ,515.0,515.0,497.55,524.5,506.0,506.8,506.94,542.25,227.0,"1,18,35,031","5,99,96,46,686.45","1,92,750"
EQ,100.0,101.25,97.73,103.31,98.08,98.31,99.33,118.4,48.4,"5,75,34,546","5,71,48,64,139.72","3,12,776"
EQ,352.75,354.8,341.5,358.25,342.85,342.8,345.76,362.5,190.65,"1,35,66,586","4,69,07,77,726.35","1,56,750"
EQ,140.0,142.2,136.6,143.81,138.29,139.5,139.15,170.5,52.75,"2,29,74,955","3,19,68,86,360.22","1,44,281"
EQ,354.0,363.1,350.5,362.4,356.5,355.6,357.14,377.95,191.7,"38,80,220","1,38,57,81,198.35","51,367"
EQ,265.0,273.85,260.7,278.9,264.5,263.8,267.6,311.8,115.05,"51,26,519","1,37,18,31,959.20","81,092"
EQ,438.0,449.4,433.5,434.8,439.5,436.7,442.48,471.0,228.05,"1,92,45,378","8,51,56,22,999.95","1,87,229"
EQ,394.0,400.05,384.3,388.75,387.55,386.2,392.81,594.8,239.2,"1,04,19,295","4,09,27,97,536.80","79,068"
EQ,508.1,517.2,498.0,506.8,501.4,499.6,507.16,542.25,227.0,"71,42,269","3,62,22,52,578.20","1,27,459"
EQ,"1,800.00","1,823.00","1,742.30","1,768.75","1,750.00","1,749.60","1,776.47","2,174.10",815.55,"11,25,446","1,99,93,19,692.55","63,182"
EQ,68.75,70.85,65.6,67.85,66.85,66.27,68.45,71.64,18.25,"9,66,65,562","6,61,66,71,514.88","3,02,188"
EQ,919.10,936.45,919.10,917.85,928.45,925.35,929.35,"1,097.00",581.6,"27,94,386","2,59,69,68,914.20","42,386"
EQ,270.8,276.0,253.3,263.8,254.95,254.35,261.59,311.8,115.05,"45,83,151","1,19,89,11,566.20","69,671"
EQ,696.95,706.65,683.0,690.85,688.75,689.4,696.69,895.85,264.75,"1,46,94,147","10,23,72,04,759.05","1,61,398"
EQ,99.0,101.5,97.42,98.31,97.86,97.81,99.46,118.4,48.4,"3,65,52,604","3,63,56,78,179.25","1,81,941"
EQ,"2,910.30","2,955.00","2,902.65","2,894.65","2,915.55","2,912.10","2,929.53","3,217.60","2,220.30","51,18,093","14,99,35,89,440.05","1,97,549"
EQ,377.15,384.9,363.0,373.0,366.0,366.3,375.75,506.0,167.75,"11,06,452","41,57,47,299.80","31,503"
EQ,140.07,143.77,135.0,139.5,135.78,135.6,139.9,170.5,52.75,"1,38,22,499","1,93,37,77,637.15","93,560"
EQ,644.0,646.5,607.85,626.2,614.55,611.6,629.0,828.0,253.0,"6,94,860","43,70,70,385.65","20,961"
EQ,689.95,704.0,680.0,684.45,682.5,683.4,690.8,752.0,289.1,"26,35,441","1,82,05,55,091.90","98,231"
EQ,356.95,365.7,355.2,355.6,356.25,356.85,361.02,377.95,191.7,"45,17,463","1,63,08,93,918.50","62,942"
EQ,413.25,424.95,413.25,413.25,415.8,415.0,417.46,426.3,211.8,"1,82,30,579","7,61,04,95,628.80","1,67,017"
EQ,314.8,322.45,305.15,310.25,307.25,306.1,312.98,344.7,172.1,"2,83,86,636","8,88,45,49,333.00","2,46,195"
EQ,660.0,669.7,639.2,649.15,642.2,642.3,655.97,814.9,532.0,"11,28,694","74,03,85,381.90","19,750"
EQ,225.99,230.56,222.4,224.57,224.0,223.4,227.85,246.3,111.5,"1,43,89,267","3,27,86,62,864.80","1,16,583"
EQ,342.8,350.8,339.25,342.8,341.7,340.75,343.88,362.5,190.65,"1,22,73,667","4,22,06,32,772.15","1,23,331"
EQ,343.0,349.65,333.4,341.7,335.4,334.7,341.78,687.95,293.4,"1,37,02,018","4,68,30,86,140.60","1,31,447"
EQ,172.0,174.4,166.28,170.59,167.25,167.01,170.4,196.8,85.5,"1,80,84,781","3,08,15,66,128.92","98,697"
EQ,173.0,179.51,164.07,170.47,166.2,166.18,171.45,663.0,124.25,"1,31,31,240","2,25,12,96,479.75","1,05,684"
EQ,936.00,949.85,925.10,925.35,944.40,946.40,939.11,"1,097.00",581.6,"22,62,015","2,12,42,80,852.40","67,284"
EQ,373.6,377.9,369.0,366.3,374.8,374.8,373.5,506.0,167.75,"9,67,297","36,12,86,116.65","21,105"
EQ,360.0,366.35,358.65,356.85,364.05,363.35,362.56,377.95,191.7,"61,62,061","2,23,41,13,912.60","52,495"
EQ,345.85,352.55,343.4,340.75,351.65,352.05,348.94,362.5,190.65,"1,24,41,847","4,34,14,60,723.50","1,31,819"
EQ,444.0,445.3,426.1,436.7,431.0,430.3,431.6,471.0,228.05,"2,90,78,704","12,55,02,94,652.95","2,73,226"
EQ,421.0,421.0,415.0,415.0,416.2,416.3,417.02,426.3,211.8,"1,55,56,736","6,48,74,90,563.60","1,51,513"
EQ,171.24,172.5,169.07,167.01,172.3,172.22,171.45,196.8,85.5,"1,55,91,095","2,67,31,29,020.04","88,559"
EQ,695.5,698.2,677.55,683.4,689.7,690.0,684.49,752.0,289.1,"24,19,831","1,65,63,48,511.25","87,974"
EQ,139.0,141.45,136.75,135.6,140.71,140.59,138.92,170.5,52.75,"88,69,977","1,23,22,51,732.05","55,773"
EQ,341.2,347.75,337.4,334.7,344.0,343.65,343.96,687.95,293.4,"1,42,50,381","4,90,16,03,767.30","1,17,305"
EQ,626.0,642.15,621.35,611.6,642.15,642.15,633.54,828.0,253.0,"4,89,824","31,03,22,055.45","12,979"
EQ,172.06,174.99,167.22,166.18,172.8,172.63,171.05,663.0,124.25,"85,50,090","1,46,24,81,817.69","61,312"
EQ,"2,938.00","2,945.00","2,923.00","2,912.10","2,930.00","2,929.65","2,930.89","3,217.60","2,220.30","40,87,284","11,97,93,63,870.55","2,76,362"
EQ,227.11,234.08,225.6,223.4,233.5,233.52,230.71,246.3,111.5,"1,69,63,242","3,91,36,22,593.31","1,41,713"
EQ,312.4,330.95,312.0,306.1,328.9,329.1,326.25,344.7,172.1,"6,61,10,716","21,56,87,14,128.25","4,22,442"
EQ,"1,776.75","1,791.95","1,763.00","1,749.60","1,783.00","1,772.50","1,774.75","2,174.10",815.55,"5,76,702","1,02,35,01,116.75","32,896"
EQ,260.0,277.95,255.55,254.35,266.65,270.15,267.81,311.8,115.05,"93,18,247","2,49,54,91,518.70","1,08,210"
EQ,700.0,704.7,688.15,689.4,690.5,691.9,695.08,895.85,264.75,"1,51,71,803","10,54,56,37,295.30","1,58,257"
EQ,101.0,101.6,98.02,97.81,100.2,100.55,99.25,118.4,48.4,"3,88,58,385","3,85,68,73,728.04","1,60,590"
EQ,394.0,403.5,388.2,386.2,397.2,396.8,397.79,594.8,239.2,"1,70,04,585","6,76,43,18,578.70","1,33,337"
EQ,507.7,532.8,507.7,499.6,530.8,531.5,525.07,542.25,227.0,"1,82,93,730","9,60,55,40,113.25","2,34,497"
EQ,651.95,669.0,648.65,642.3,668.0,666.45,659.53,814.9,532.0,"10,24,127","67,54,40,553.20","18,264"
EQ,69.0,69.58,68.11,66.27,69.58,69.58,69.13,71.64,18.25,"6,55,76,822","4,53,30,99,116.44","1,44,175"
EQ,343.95,343.95,332.8,343.65,338.55,338.3,338.01,687.95,293.4,"1,53,78,854","5,19,81,29,570.90","1,37,258"
EQ,399.0,399.0,383.25,396.8,389.5,389.15,391.13,594.8,239.2,"1,47,23,158","5,75,86,85,391.70","95,674"
EQ,329.0,329.0,321.7,329.1,323.8,322.7,324.72,344.7,172.1,"2,34,78,224","7,62,37,97,687.25","2,39,902"
EQ,669.85,672.4,660.45,666.45,661.05,662.9,666.67,814.9,532.0,"8,22,495","54,83,31,531.15","15,497"
EQ,232.0,232.23,226.67,233.52,227.25,227.31,229.44,246.3,111.5,"1,36,56,192","3,13,33,16,525.70","85,067"
EQ,416.35,417.0,405.8,416.3,408.1,407.7,410.88,426.3,211.8,"1,64,47,385","6,75,79,63,950.65","1,72,364"
EQ,172.88,176.65,170.8,172.63,172.5,171.91,173.91,663.0,124.25,"80,13,791","1,39,36,44,689.64","72,500"
EQ,"2,915.05","2,930.00","2,891.85","2,929.65","2,896.45","2,898.25","2,905.69","3,217.60","2,220.30","61,93,596","17,99,66,62,105.65","2,55,138"
EQ,140.4,143.39,138.36,140.59,139.29,139.84,140.29,170.5,52.75,"1,11,81,186","1,56,85,57,365.14","63,703"
EQ,376.0,382.0,367.85,374.8,369.0,368.9,375.21,506.0,167.75,"9,58,113","35,94,90,042.55","23,690"
EQ,268.95,269.0,261.7,270.15,262.45,263.2,264.63,311.8,115.05,"37,23,997","98,54,93,727.05","50,203"
EQ,171.99,172.12,169.2,172.22,170.2,170.23,170.51,196.8,85.5,"1,49,32,165","2,54,61,55,601.08","79,605"
EQ,355.0,355.0,341.25,352.05,343.15,342.65,344.7,362.5,190.65,"1,54,89,731","5,33,92,44,233.60","1,86,783"
EQ,652.7,671.0,643.0,642.15,665.0,666.0,659.54,828.0,253.0,"11,57,734","76,35,74,677.70","37,338"
EQ,367.0,367.7,361.8,363.35,363.05,364.0,365.04,377.95,191.7,"35,17,242","1,28,39,20,939.55","40,207"
EQ,100.2,100.2,98.26,100.55,98.72,98.78,99.42,118.4,48.4,"2,70,76,745","2,69,20,37,439.10","1,33,724"
EQ,938.00,938.00,915.00,946.40,919.65,919.15,926.23,"1,097.00",581.6,"22,04,897","2,04,22,46,286.95","55,166"
EQ,534.0,535.0,521.25,531.5,523.2,523.45,527.94,542.25,227.0,"1,36,24,148","7,19,27,80,883.80","1,39,705"
EQ,694.7,700.0,685.35,691.9,688.95,691.55,695.19,895.85,264.75,"1,56,91,389","10,90,85,29,438.25","1,81,252"
EQ,432.5,432.5,417.0,430.3,418.25,417.95,421.73,471.0,228.05,"2,51,48,625","10,60,60,01,532.85","2,91,371"
EQ,71.0,73.05,70.58,69.58,73.05,72.92,72.68,73.05,18.25,"21,29,56,025","15,47,66,70,516.36","3,49,921"
EQ,690.0,718.0,682.3,690.0,697.0,699.45,702.17,752.0,289.1,"28,22,564","1,98,19,25,712.15","99,384"
EQ,"1,781.40","1,802.10","1,767.05","1,772.50","1,781.90","1,778.15","1,780.90","2,174.10",815.55,"5,39,305","96,04,47,354.20","37,618"
EQ,666.8,673.7,665.15,662.9,667.0,667.1,669.06,814.9,532.0,"7,26,698","48,62,07,988.90","10,711"
EQ,530.0,531.35,521.85,523.45,529.5,529.8,527.15,542.25,227.0,"64,68,264","3,40,97,40,466.30","1,03,041"
EQ,697.05,703.9,691.55,691.55,692.0,695.4,695.79,895.85,264.75,"1,39,22,027","9,68,67,92,637.70","1,19,874"
EQ,380.3,385.8,374.05,389.15,376.85,376.65,378.06,594.8,239.2,"97,53,610","3,68,74,06,195.20","75,501"
EQ,"1,800.00","1,806.00","1,772.00","1,778.15","1,774.00","1,780.85","1,784.39","2,174.10",815.55,"3,92,051","69,95,72,409.90","24,061"
EQ,141.8,142.75,138.5,139.84,138.8,139.32,140.45,170.5,52.75,"88,61,770","1,24,46,03,278.07","56,576"
EQ,231.7,231.7,227.0,227.31,227.8,227.38,228.58,246.3,111.5,"94,60,718","2,16,25,09,529.33","74,275"
EQ,926.80,937.00,913.55,919.15,919.20,916.20,921.24,"1,097.00",581.6,"14,79,733","1,36,31,89,372.10","52,691"
EQ,175.1,177.0,171.6,171.91,173.96,174.23,174.72,663.0,124.25,"81,98,197","1,43,23,91,413.64","77,209"
EQ,672.7,688.0,670.0,666.0,673.75,673.0,678.17,828.0,253.0,"7,49,733","50,84,44,000.60","21,807"
EQ,172.1,173.0,168.8,170.23,169.25,169.09,169.87,196.8,85.5,"1,41,37,851","2,40,16,29,993.89","78,718"
EQ,333.95,335.85,328.2,322.7,331.15,332.55,332.01,344.7,172.1,"2,98,14,474","9,89,86,62,847.95","2,23,037"
EQ,333.15,336.7,329.8,338.3,333.4,333.4,333.11,687.95,293.4,"1,13,51,617","3,78,13,35,418.65","90,062"
EQ,99.28,99.8,97.4,98.78,97.74,97.77,98.47,118.4,48.4,"2,32,86,851","2,29,30,71,645.02","1,24,332"
EQ,"2,920.00","2,953.00","2,912.00","2,898.25","2,946.10","2,948.60","2,939.20","3,217.60","2,220.30","31,24,888","9,18,46,80,574.05","1,50,169"
EQ,347.9,348.95,344.3,342.65,345.3,346.0,346.38,362.5,190.65,"87,20,610","3,02,06,66,465.00","1,44,281"
EQ,74.6,76.56,73.0,72.92,76.56,76.54,75.33,76.56,18.25,"14,26,11,445","10,74,25,56,932.79","3,50,879"
EQ,424.9,425.0,416.05,417.95,418.2,417.75,419.67,471.0,228.05,"1,30,56,991","5,47,96,88,047.50","1,35,742"
EQ,706.0,715.5,699.15,699.45,706.5,703.0,707.82,752.0,289.1,"17,77,449","1,25,81,05,914.75","68,437"
EQ,372.0,374.0,365.55,368.9,368.7,368.55,370.11,506.0,167.75,"9,21,619","34,10,98,363.40","17,411"
EQ,413.8,416.35,408.2,407.7,410.2,410.65,411.23,426.3,211.8,"1,09,54,753","4,50,49,03,556.70","1,82,829"
EQ,267.9,271.35,264.0,263.2,264.9,265.05,267.59,311.8,115.05,"26,61,611","71,22,16,485.25","36,318"
EQ,366.0,370.75,364.85,364.0,366.65,366.7,367.85,377.95,191.7,"28,46,077","1,04,69,30,330.40","56,055"
EQ,364.35,375.6,361.85,366.7,373.15,373.7,371.66,377.95,191.7,"35,82,898","1,33,16,34,985.05","42,014"
EQ,226.48,234.9,225.36,227.38,231.7,231.9,231.26,246.3,111.5,"2,03,62,324","4,70,89,65,393.12","1,13,223"
EQ,"1,725.00","1,816.00","1,667.50","1,780.85","1,785.00","1,798.30","1,748.28","2,174.10",815.55,"40,29,054","7,04,38,99,678.45","1,77,443"
EQ,375.0,383.5,370.5,376.65,379.1,379.7,376.05,594.8,239.2,"1,03,70,149","3,89,97,42,299.95","78,233"
EQ,368.55,374.0,364.1,368.55,371.0,370.85,369.62,506.0,170.0,"8,43,101","31,16,24,852.10","19,509"
EQ,686.0,689.6,668.0,673.0,672.0,671.1,680.41,828.0,253.0,"10,12,046","68,86,03,266.50","23,311"
EQ,168.0,171.0,167.79,169.09,169.01,169.16,169.08,196.8,85.5,"1,15,63,339","1,95,51,17,419.37","88,167"
EQ,343.0,343.8,339.5,346.0,341.2,341.15,341.96,362.5,190.65,"1,25,21,136","4,28,17,83,953.30","1,14,657"
EQ,186.98,209.07,178.52,174.23,209.07,208.55,197.05,663.0,124.25,"9,23,51,312","18,19,76,66,533.00","4,40,315"
EQ,138.0,141.9,137.0,139.32,140.3,140.55,139.81,170.5,54.8,"1,23,76,316","1,73,03,22,723.58","77,107"
EQ,410.0,410.0,400.1,410.65,401.8,400.85,402.7,426.3,211.8,"2,62,54,763","10,57,27,34,335.90","2,14,204"
EQ,331.8,336.8,330.2,333.4,333.0,333.4,332.5,687.95,293.4,"1,22,53,716","4,07,43,11,024.60","82,635"
EQ,675.0,694.95,620.0,695.4,687.0,691.5,674.8,895.85,274.4,"2,80,39,604","18,92,11,32,160.60","4,18,418"
EQ,417.1,422.9,411.05,417.75,418.7,418.15,417.29,471.0,228.05,"1,44,48,957","6,02,94,19,983.30","1,54,741"
EQ,332.75,344.7,329.9,332.55,341.15,341.3,337.16,344.7,172.8,"3,47,54,596","11,71,77,20,660.60","2,38,105"
EQ,77.15,80.36,74.65,76.54,80.36,80.36,78.86,80.36,19.3,"13,12,56,497","10,35,06,16,275.45","3,74,097"
EQ,529.0,530.5,523.3,529.8,523.6,523.95,525.58,542.25,227.0,"52,38,736","2,75,33,98,152.10","91,095"
EQ,264.55,269.0,258.65,265.05,267.95,267.95,264.45,311.8,116.8,"36,83,545","97,41,12,435.60","54,818"
EQ,"2,940.00","2,946.00","2,915.50","2,948.60","2,923.00","2,921.25","2,929.82","3,217.60","2,220.30","40,92,292","11,98,96,80,025.65","1,88,301"
EQ,96.84,97.2,95.45,97.77,96.83,96.87,96.33,118.4,48.4,"3,68,67,310","3,55,14,17,047.30","2,10,662"
EQ,666.0,677.8,654.1,667.1,670.25,669.7,668.98,814.9,532.0,"10,95,089","73,25,96,840.70","14,323"
EQ,914.95,920.60,902.20,916.20,918.00,918.10,911.61,"1,097.00",581.6,"23,79,658","2,16,93,12,384.70","39,103"
EQ,702.0,702.0,682.1,703.0,688.5,689.1,688.96,752.0,340.0,"21,43,235","1,47,66,07,216.10","73,040"
EQ,921.50,927.85,905.00,918.10,908.45,908.95,914.36,"1,097.00",581.6,"14,49,141","1,32,50,40,431.50","41,025"
