series ,OPEN ,HIGH ,LOW ,PREV. CLOSE ,ltp ,close ,vwap ,52W H ,52W L ,VOLUME ,VALUE ,No of trades 
EQ,324.05,330.5,320.4,321.6,330.5,328.7,325.82,506.0,308.8,"7,55,754","24,62,37,534.75","17,724"
EQ,873.70,884.00,858.50,871.20,876.60,878.95,873.49,"1,097.00",647.2,"8,95,312","78,20,42,267.70","36,503"
EQ,80.0,80.54,78.86,79.38,79.05,79.16,79.42,118.4,52.25,"1,36,20,509","1,08,17,28,119.16","87,854"
EQ,282.6,287.0,281.05,282.4,286.0,285.85,284.18,687.95,279.35,"65,39,977","1,85,85,08,313.85","71,957"
EQ,700.95,703.8,682.1,699.15,690.5,688.9,693.19,804.9,395.0,"14,39,252","99,76,81,461.55","66,563"
EQ,"1,085.00","1,219.00","1,021.00","1,145.70","1,054.50","1,051.80","1,107.82","2,174.10",910.0,"2,20,36,694","24,41,26,18,448.55","7,90,838"
EQ,131.49,133.1,130.73,130.71,132.9,132.61,131.95,196.8,100.35,"1,20,70,416","1,59,27,15,511.54","76,589"
EQ,244.8,246.95,243.5,242.15,245.45,245.6,245.52,345.0,188.15,"96,37,581","2,36,61,75,889.95","92,682"
EQ,325.8,337.6,324.0,325.9,336.0,336.95,332.74,366.25,207.95,"3,15,23,269","10,48,91,05,008.55","1,72,850"
EQ,455.2,491.6,446.05,476.15,461.5,460.45,471.46,895.85,380.05,"3,34,93,676","15,79,09,94,943.10","5,29,485"
EQ,66.8,68.33,64.6,65.33,65.09,65.22,66.14,86.04,33.9,"13,03,45,329","8,62,04,87,737.61","4,28,917"
EQ,750.00,756.80,720.75,752.10,731.00,731.50,730.34,"2,417.75",720.75,"5,05,085","36,88,81,693.85","24,233"
EQ,189.59,193.62,188.16,188.3,192.8,192.61,191.14,246.3,122.9,"81,59,852","1,55,96,74,561.02","59,054"
EQ,105.5,110.3,105.0,103.44,107.5,107.57,108.03,170.5,75.25,"2,79,60,948","3,02,06,96,947.13","1,44,626"
EQ,357.05,367.1,355.7,356.15,364.7,365.45,362.21,448.45,247.3,"1,59,49,254","5,77,69,49,221.10","2,34,848"
EQ,557.1,565.5,554.0,555.55,563.0,564.2,561.87,814.9,524.0,"2,94,644","16,55,52,149.90","8,817"
EQ,362.0,365.3,358.6,360.1,361.0,360.7,361.62,594.8,300.3,"25,71,975","93,00,70,158.25","32,359"
EQ,"1,229.40","1,268.85","1,222.45","1,223.00","1,264.00","1,265.40","1,247.09","3,217.60","1,217.25","2,04,71,957","25,53,04,60,769.30","3,23,219"
EQ,421.0,427.45,415.7,414.05,418.95,417.45,421.41,543.55,333.3,"1,09,03,727","4,59,49,88,168.25","1,17,083"
EQ,248.5,260.5,247.95,245.6,259.05,257.9,257.77,345.0,188.4,"3,19,73,671","8,24,18,56,188.25","2,11,775"
EQ,190.0,191.7,183.11,184.72,184.0,186.7,186.55,663.0,124.25,"93,59,150","1,74,59,16,088.99","85,392"
EQ,326.15,335.5,326.15,323.6,335.5,333.85,332.96,384.2,195.4,"47,50,266","1,58,16,71,274.30","44,692"
EQ,109.85,114.2,109.75,107.57,113.8,112.98,111.79,170.5,81.05,"1,03,77,460","1,16,01,30,436.09","60,435"
EQ,338.0,348.75,337.0,328.7,343.9,344.2,344.12,506.0,308.8,"12,09,824","41,63,24,194.60","27,564"
EQ,887.70,898.15,870.05,878.95,873.40,877.25,879.29,"1,097.00",655.5,"56,49,588","4,96,76,21,455.00","64,233"
EQ,"1,290.00","1,304.45","1,282.45","1,265.40","1,290.95","1,287.00","1,291.52","3,217.60","1,217.25","2,89,23,341","37,35,50,89,803.05","3,90,544"
EQ,570.5,587.3,569.05,564.2,587.25,584.4,579.28,814.9,524.0,"9,67,289","56,03,30,189.70","20,725"
EQ,473.8,480.0,441.0,460.45,450.0,446.65,453.29,895.85,407.0,"3,43,03,726","15,54,96,53,430.95","3,20,700"
EQ,292.05,304.4,292.0,285.85,297.3,296.55,298.54,687.95,279.35,"1,69,03,527","5,04,63,01,317.00","1,19,077"
EQ,705.0,711.5,665.8,688.9,666.5,675.05,679.41,804.9,397.65,"1,35,93,681","9,23,57,45,363.50","1,72,232"
EQ,"1,080.20","1,141.00",933.00,"1,051.80",955.00,968.80,"1,004.64","2,174.10",933.0,"2,86,23,200","28,75,59,32,305.75","5,54,868"
EQ,374.0,377.2,367.5,365.45,369.0,368.4,371.12,448.45,253.65,"1,83,88,844","6,82,44,21,790.95","2,03,042"
EQ,197.4,201.2,196.83,192.61,199.45,199.19,199.36,246.3,123.65,"2,10,24,516","4,19,14,20,180.71","1,19,175"
EQ,135.77,137.96,135.18,132.61,136.77,136.4,136.74,196.8,104.1,"2,22,01,129","3,03,58,34,532.57","1,68,417"
EQ,739.90,768.00,725.00,731.50,763.75,761.95,750.71,"2,417.75",720.75,"8,53,650","64,08,43,568.55","23,125"
EQ,341.85,345.4,336.15,336.95,343.3,342.75,341.3,366.25,208.25,"2,94,19,152","10,04,08,14,898.50","1,74,104"
EQ,80.99,83.6,80.83,79.16,82.28,82.43,82.55,118.4,53.65,"4,69,02,993","3,87,18,87,242.96","1,37,591"
EQ,486.95,495.4,477.1,479.95,488.0,488.15,485.83,828.0,325.5,"10,26,618","49,87,58,759.15","27,038"
EQ,67.0,67.5,63.71,65.22,64.46,64.23,65.0,86.04,33.9,"12,39,22,270","8,05,44,85,224.00","2,77,504"
EQ,421.45,423.45,410.0,413.75,412.0,412.35,414.78,494.85,258.5,"2,02,32,580","8,39,21,62,553.50","1,26,711"
EQ,368.95,384.65,367.95,360.7,377.95,376.85,377.91,594.8,323.0,"96,14,696","3,63,35,35,628.90","88,857"
EQ,262.8,266.0,258.65,261.35,260.5,260.2,263.11,311.8,160.4,"26,29,231","69,17,67,860.10","36,340"
EQ,670.95,676.45,651.0,675.05,656.35,657.4,664.7,804.9,397.65,"19,18,499","1,27,52,29,112.95","74,107"
EQ,968.80,968.80,891.85,968.80,898.50,898.55,914.54,"2,174.10",891.85,"75,26,340","6,88,31,13,320.20","2,55,135"
EQ,370.0,370.4,360.25,368.4,362.0,361.65,362.96,448.45,253.65,"1,12,22,231","4,07,32,38,523.20","1,63,475"
EQ,184.8,189.27,183.7,186.7,184.39,184.41,185.69,663.0,124.25,"30,78,368","57,16,19,026.48","60,036"
EQ,767.40,768.90,751.55,761.95,753.00,755.85,758.99,"2,417.75",720.75,"2,32,851","17,67,31,751.70","9,431"
EQ,450.3,455.4,433.25,446.65,438.75,437.65,441.02,895.85,407.0,"1,44,80,598","6,38,61,81,077.20","2,25,848"
EQ,64.64,64.85,63.3,64.23,63.8,63.57,64.07,86.04,33.9,"3,54,63,228","2,27,20,23,337.14","1,16,820"
EQ,137.3,137.75,136.14,136.4,136.83,136.96,137.11,196.8,104.1,"92,65,539","1,27,03,93,668.50","78,823"
EQ,333.85,337.25,327.7,333.85,328.55,328.9,333.52,384.2,195.4,"46,46,857","1,54,98,04,526.40","72,425"
EQ,413.9,415.4,408.0,412.35,411.0,410.3,410.59,494.85,258.5,"72,86,324","2,99,16,75,483.25","91,608"
EQ,875.00,898.60,870.95,877.25,891.60,892.80,892.12,"1,097.00",655.5,"14,23,292","1,26,97,53,098.60","50,938"
EQ,256.95,258.25,252.55,257.9,254.6,254.25,254.7,345.0,188.4,"92,42,451","2,35,40,55,566.70","87,036"
EQ,584.45,594.45,582.8,584.4,592.7,593.05,587.29,814.9,524.0,"6,62,707","38,92,03,189.60","13,058"
EQ,418.45,420.0,409.7,417.45,411.5,411.5,413.44,543.55,333.3,"57,98,977","2,39,75,32,157.35","1,04,357"
EQ,"1,294.95","1,297.85","1,284.20","1,287.00","1,295.60","1,295.70","1,292.03","3,217.60","1,217.25","92,47,557","11,94,81,33,607.60","2,18,738"
EQ,199.19,199.92,193.02,199.19,193.95,193.97,195.77,246.3,123.65,"1,01,02,404","1,97,76,98,158.01","85,287"
EQ,297.95,301.0,293.35,296.55,293.85,293.85,296.98,687.95,279.35,"51,60,007","1,53,24,20,766.00","54,614"
EQ,382.1,389.7,378.0,376.85,379.0,379.6,384.2,594.8,323.0,"35,74,299","1,37,32,62,989.40","46,683"
EQ,82.8,82.9,80.9,82.43,81.2,81.23,81.89,118.4,53.65,"1,27,25,918","1,04,20,67,800.99","88,985"
EQ,343.65,346.0,341.0,344.2,341.05,341.9,343.16,506.0,308.8,"3,49,518","11,99,41,668.85","10,635"
EQ,113.6,114.21,112.21,112.98,112.68,112.83,113.14,170.5,81.05,"51,58,383","58,36,00,330.35","28,616"
EQ,342.0,344.6,337.9,342.75,337.9,338.8,340.35,366.25,208.25,"1,39,97,179","4,76,39,06,250.20","1,36,136"
EQ,260.0,261.5,256.5,260.2,259.0,259.0,258.83,311.8,160.4,"8,55,922","22,15,40,361.85","21,045"
EQ,490.0,512.55,478.55,488.15,480.8,480.0,496.98,828.0,325.5,"17,61,484","87,54,14,653.05","26,706"
EQ,757.90,771.95,754.55,755.85,770.35,767.45,759.77,"2,417.75",720.75,"6,55,497","49,80,25,025.00","10,928"
EQ,296.95,297.0,291.05,293.85,293.5,293.45,292.99,687.95,279.35,"59,95,425","1,75,65,92,548.40","63,329"
EQ,112.51,114.16,111.56,112.83,113.65,113.68,113.17,170.5,81.05,"45,39,803","51,37,90,678.32","30,891"
EQ,329.4,330.35,324.1,328.9,327.3,326.95,326.45,384.2,195.4,"11,95,881","39,03,95,048.60","21,621"
EQ,890.00,988.40,870.25,898.55,988.40,988.40,951.19,"2,174.10",870.25,"1,09,95,732","10,45,90,16,389.45","2,44,618"
EQ,344.65,350.35,340.25,341.9,348.35,348.15,346.26,506.0,308.8,"5,59,380","19,36,92,355.00","12,675"
EQ,184.95,189.13,183.85,184.41,187.3,187.13,186.75,663.0,124.25,"41,89,609","78,24,03,933.64","43,076"
EQ,591.95,604.3,586.95,593.05,599.0,599.55,597.13,814.9,524.0,"14,23,195","84,98,28,789.55","32,272"
EQ,385.9,386.0,375.8,379.6,380.3,380.15,379.99,594.8,323.0,"61,06,128","2,32,02,55,641.25","56,501"
EQ,63.88,64.29,62.71,63.57,63.69,63.59,63.63,86.04,33.9,"3,71,52,591","2,36,39,20,933.22","1,30,261"
EQ,363.8,371.6,361.35,361.65,369.75,369.3,368.12,448.45,253.65,"1,42,25,274","5,23,66,31,929.65","2,01,214"
EQ,337.25,341.3,336.5,338.8,338.5,339.25,339.37,366.25,208.25,"1,21,77,260","4,13,25,93,950.30","1,02,835"
EQ,411.8,418.5,409.25,410.3,417.4,417.65,414.92,494.85,258.5,"78,69,397","3,26,51,62,840.25","81,556"
EQ,480.0,497.45,475.8,480.0,492.5,494.4,487.38,828.0,325.5,"9,19,963","44,83,71,719.00","23,363"
EQ,259.1,261.9,257.75,259.0,260.45,260.2,260.36,311.8,160.4,"8,16,645","21,26,20,455.05","15,032"
EQ,194.6,195.5,192.5,193.97,195.08,194.88,194.09,246.3,123.65,"80,33,396","1,55,91,80,784.51","71,253"
EQ,420.0,421.0,412.7,411.5,418.0,417.15,417.45,543.55,333.3,"92,19,932","3,84,88,77,619.25","1,14,579"
EQ,659.8,676.2,653.35,657.4,672.5,673.3,665.61,804.9,397.65,"20,14,123","1,34,06,19,038.95","63,941"
EQ,892.80,894.20,881.25,892.80,887.90,889.55,888.42,"1,097.00",655.5,"8,19,382","72,79,52,175.35","32,056"
EQ,138.14,139.75,135.25,136.96,139.28,139.0,136.95,196.8,104.1,"1,82,42,345","2,49,83,17,169.80","1,23,738"
EQ,"1,293.50","1,303.85","1,286.00","1,295.70","1,293.40","1,293.20","1,293.84","3,217.60","1,217.25","95,72,746","12,38,56,14,506.45","1,96,614"
EQ,436.75,525.15,432.15,437.65,525.15,523.05,489.14,895.85,407.0,"5,80,95,744","28,41,67,83,241.20","6,76,371"
EQ,81.23,83.4,80.83,81.23,83.02,82.99,82.66,118.4,53.65,"1,81,30,311","1,49,86,15,052.06","84,974"
EQ,255.0,255.5,250.55,254.25,254.8,254.3,253.03,345.0,188.4,"1,16,89,970","2,95,79,42,638.30","83,604"
EQ,894.00,903.80,885.50,889.55,899.00,897.00,897.14,"1,097.00",655.5,"13,25,547","1,18,92,06,507.30","63,281"
EQ,"1,289.95","1,296.60","1,269.05","1,293.20","1,272.75","1,270.80","1,280.74","3,217.60","1,217.25","1,50,27,412","19,24,61,53,609.30","3,11,959"
EQ,418.35,421.0,412.1,417.65,414.8,414.5,415.94,494.85,258.5,"98,50,477","4,09,72,35,883.55","92,783"
EQ,294.45,298.75,289.5,293.45,292.3,290.95,293.18,687.95,279.35,"1,31,30,411","3,84,95,41,556.70","1,06,597"
EQ,326.85,330.3,326.05,326.95,328.45,328.0,328.03,384.2,195.4,"9,26,367","30,38,79,712.75","33,719"
EQ,82.78,84.68,82.39,82.99,83.8,83.51,83.6,118.4,53.65,"1,58,68,730","1,32,65,91,279.08","77,507"
EQ,"1,020.00","1,087.20","1,014.00",988.40,"1,087.20","1,087.20","1,073.34","2,174.10",870.25,"78,40,622","8,41,56,77,182.05","1,30,522"
EQ,369.7,371.85,359.6,369.3,365.25,362.05,364.17,448.45,253.65,"1,68,37,860","6,13,18,90,758.20","2,24,508"
EQ,339.25,341.75,332.2,339.25,334.3,333.65,334.37,366.25,208.25,"1,69,20,231","5,65,75,33,957.65","1,64,651"
EQ,493.0,505.0,485.05,494.4,491.4,490.05,493.75,828.0,325.5,"9,14,076","45,13,23,373.35","24,396"
EQ,261.5,264.35,256.5,260.2,258.8,258.4,260.63,311.8,160.4,"8,05,450","20,99,21,290.80","18,781"
EQ,194.9,199.25,193.65,194.88,197.8,196.7,196.93,246.3,123.65,"1,57,23,274","3,09,64,61,333.75","83,962"
EQ,255.0,257.4,251.2,254.3,253.0,252.2,253.69,345.0,188.4,"1,42,02,863","3,60,31,51,109.55","1,35,952"
EQ,139.2,141.1,137.25,139.0,138.24,137.75,139.09,196.8,104.1,"1,73,31,637","2,41,06,66,633.79","1,04,510"
EQ,534.4,583.8,530.05,523.05,557.0,561.0,562.82,895.85,407.0,"6,07,75,609","34,20,54,70,385.05","7,30,846"
EQ,420.0,424.9,413.5,417.15,416.5,415.2,418.9,543.55,333.3,"77,88,912","3,26,27,67,179.80","1,19,010"
EQ,597.05,617.4,597.05,599.55,614.0,614.25,611.35,814.9,524.0,"14,70,721","89,91,30,597.80","35,014"
EQ,187.5,197.7,187.29,187.13,193.8,193.66,193.85,663.0,124.25,"93,05,631","1,80,39,14,893.42","85,854"
EQ,63.69,65.5,62.9,63.59,63.75,63.73,64.21,86.04,33.9,"4,25,59,541","2,73,27,38,538.08","1,37,856"
EQ,348.5,357.35,341.0,348.15,347.0,345.3,350.01,506.0,308.8,"10,85,907","38,00,74,900.45","23,141"
EQ,676.5,679.35,660.25,673.3,665.0,662.8,669.19,804.9,397.65,"14,15,045","94,69,28,823.85","53,044"
EQ,114.0,119.7,113.7,113.68,119.2,117.96,116.46,170.5,81.05,"96,46,657","1,12,34,78,499.42","56,571"
EQ,381.9,386.25,377.25,380.15,381.45,380.0,381.12,594.8,323.0,"54,35,933","2,07,17,21,707.35","55,605"
EQ,768.00,805.00,767.10,767.45,792.95,792.50,794.49,"2,417.75",720.75,"7,28,727","57,89,63,409.50","22,358"
EQ,63.9,64.22,62.41,63.73,63.15,62.98,63.0,86.04,33.9,"5,48,15,057","3,45,31,12,204.25","1,55,788"
EQ,610.1,640.85,610.1,614.25,636.1,638.8,631.56,814.9,524.0,"13,73,613","86,75,13,302.15","43,779"
EQ,292.4,294.25,289.4,290.95,292.5,292.1,291.82,687.95,279.35,"81,25,467","2,37,11,60,268.55","61,014"
EQ,197.7,200.56,196.45,196.7,199.28,199.46,198.45,246.3,123.65,"1,24,89,971","2,47,86,71,242.31","1,07,259"
EQ,795.00,795.00,778.60,792.50,787.50,787.50,788.26,"2,417.75",720.75,"2,06,878","16,30,74,199.90","9,253"
EQ,414.5,417.5,410.45,414.5,414.45,414.15,413.79,494.85,258.5,"84,78,659","3,50,84,09,557.00","83,222"
EQ,"1,149.00","1,368.00","1,138.50","1,087.20","1,315.05","1,323.90","1,254.38","2,174.10",870.25,"2,37,71,119","29,81,79,23,681.65","5,10,504"
EQ,665.0,670.4,648.05,662.8,654.8,654.65,656.05,804.9,397.65,"20,99,488","1,37,73,74,975.85","73,468"
EQ,415.3,418.0,411.0,415.2,416.5,416.4,414.92,543.55,333.3,"70,57,742","2,92,83,79,529.45","1,04,292"
EQ,331.35,332.5,326.5,333.65,329.15,329.4,329.39,366.25,208.25,"1,38,90,537","4,57,54,52,123.80","1,18,961"
EQ,137.0,139.26,136.87,137.75,138.7,138.63,138.11,196.8,104.1,"1,40,12,364","1,93,52,30,750.48","80,830"
EQ,83.55,83.74,80.9,83.51,81.7,81.44,81.59,118.4,53.65,"2,51,98,619","2,05,58,37,813.81","94,286"
EQ,490.05,493.2,479.0,490.05,486.85,486.45,484.94,828.0,325.5,"5,98,051","29,00,17,295.05","20,765"
EQ,119.0,119.2,114.47,117.96,115.09,114.89,115.9,170.5,81.05,"75,26,829","87,23,39,556.28","48,863"
EQ,363.25,365.4,360.2,362.05,363.0,363.65,363.08,448.45,253.65,"1,42,80,017","5,18,47,58,000.55","1,86,992"
EQ,253.8,258.65,252.25,252.2,256.95,256.7,255.89,345.0,188.4,"1,14,76,347","2,93,66,63,586.60","95,372"
EQ,561.0,587.5,542.75,561.0,553.15,554.8,567.22,895.85,407.0,"4,59,64,064","26,07,16,31,428.30","6,70,640"
EQ,347.0,350.45,342.65,345.3,344.65,345.3,345.82,506.0,308.8,"5,87,334","20,31,14,459.55","12,640"
EQ,899.00,912.50,892.00,897.00,907.00,906.45,903.09,"1,097.00",655.5,"10,82,644","97,77,30,016.80","35,674"
EQ,193.8,194.6,187.13,193.66,190.9,191.04,189.88,663.0,124.25,"54,69,589","1,03,85,81,882.16","48,628"
EQ,"1,280.00","1,299.50","1,275.25","1,270.80","1,291.50","1,292.20","1,290.83","3,217.60","1,217.25","1,32,02,307","17,04,19,75,591.70","2,80,529"
EQ,258.4,260.0,254.0,258.4,259.25,258.85,257.3,311.8,160.4,"11,15,101","28,69,18,455.45","21,459"
EQ,381.45,385.0,376.4,380.0,384.7,383.1,380.94,594.8,323.0,"43,84,830","1,67,03,77,585.85","45,744"
EQ,328.0,337.0,325.8,328.0,337.0,333.1,330.34,384.2,195.4,"23,11,427","76,35,62,584.10","33,870"
EQ,363.65,363.9,357.0,363.65,358.35,358.2,359.02,448.45,272.8,"1,25,10,350","4,49,14,40,985.35","1,73,949"
EQ,81.9,82.96,81.25,81.44,81.29,81.48,81.98,118.4,56.7,"1,47,90,030","1,21,24,72,217.42","67,330"
EQ,418.4,423.4,416.8,416.4,421.9,421.7,420.1,543.55,342.3,"64,04,844","2,69,06,76,331.30","92,509"
EQ,"1,360.55","1,447.70","1,301.90","1,323.90","1,328.70","1,327.95","1,366.70","2,174.10",870.25,"1,96,79,024","26,89,53,59,070.10","6,07,414"
EQ,557.05,566.6,543.25,554.8,548.25,548.9,551.46,895.85,432.0,"1,30,48,616","7,19,58,54,412.55","2,14,875"
EQ,188.93,209.79,188.45,191.04,200.0,200.95,204.22,663.0,124.25,"4,83,87,019","9,88,16,12,108.72","3,17,363"
EQ,800.00,807.00,771.55,787.50,779.75,779.00,788.47,"2,417.75",720.75,"3,55,881","28,06,00,441.80","15,462"
EQ,345.5,353.35,341.6,345.3,353.0,349.15,347.47,506.0,308.8,"9,17,151","31,86,86,404.05","18,357"
EQ,655.0,660.2,642.5,654.65,645.75,645.65,647.08,804.9,397.65,"18,24,349","1,18,05,02,454.15","61,411"
EQ,633.05,656.7,631.55,638.8,652.1,652.25,647.34,814.9,524.0,"17,68,312","1,14,47,03,815.05","35,039"
EQ,255.5,258.3,252.7,256.7,257.65,257.55,256.19,345.0,192.05,"1,36,77,959","3,50,41,86,180.40","1,34,159"
EQ,114.5,115.27,113.61,114.89,113.65,113.81,114.14,170.5,81.05,"46,66,093","53,25,80,453.58","32,187"
EQ,292.65,295.9,290.5,292.1,295.8,294.15,293.05,687.95,279.35,"51,93,026","1,52,18,33,391.45","61,701"
EQ,63.11,66.12,62.28,62.98,66.12,66.12,64.48,86.04,33.9,"6,11,28,869","3,94,16,28,659.60","1,65,159"
EQ,486.45,503.0,480.6,486.45,492.5,491.2,493.59,828.0,358.2,"12,24,852","60,45,69,815.15","27,456"
EQ,906.00,921.00,897.20,906.45,920.00,918.55,911.97,"1,097.00",674.3,"9,88,585","90,15,60,405.70","35,733"
EQ,383.1,384.0,379.2,383.1,382.05,380.95,380.82,594.8,323.0,"23,55,565","89,70,54,136.10","28,700"
EQ,328.15,331.95,326.2,329.4,328.35,327.85,328.36,366.25,211.55,"1,60,03,524","5,25,48,49,826.60","95,216"
EQ,138.22,138.65,136.88,138.63,137.99,137.65,137.5,196.8,113.1,"1,60,69,119","2,20,95,05,255.57","82,323"
EQ,340.6,342.95,335.0,333.1,337.1,338.55,338.2,384.2,203.3,"51,06,505","1,72,69,95,572.40","46,919"
EQ,198.4,199.2,197.0,199.46,198.61,198.54,198.24,246.3,134.85,"82,34,055","1,63,23,09,100.99","78,378"
EQ,413.0,418.9,412.0,414.15,416.4,416.5,416.24,494.85,276.5,"81,56,409","3,39,50,11,425.25","1,03,743"
EQ,261.2,264.4,256.45,258.85,263.25,263.1,261.49,311.8,171.3,"11,67,989","30,54,12,211.55","21,375"
EQ,"1,288.00","1,311.35","1,277.05","1,292.20","1,310.60","1,309.15","1,298.60","3,217.60","1,217.25","1,10,24,152","14,31,59,72,962.55","2,72,825"
EQ,260.4,264.7,258.85,257.55,261.9,262.35,262.17,345.0,192.05,"1,53,45,326","4,02,30,30,481.60","1,14,259"
EQ,425.0,425.5,419.35,421.7,422.55,422.1,422.01,543.55,342.3,"79,28,558","3,34,59,65,730.50","1,05,887"
EQ,"1,317.00","1,326.80","1,307.00","1,309.15","1,325.05","1,323.30","1,320.68","3,217.60","1,217.25","1,68,69,482","22,27,92,47,257.55","3,49,204"
EQ,199.5,201.19,199.0,198.54,200.06,199.99,200.04,246.3,134.85,"88,00,984","1,76,05,25,463.58","89,335"
EQ,385.0,387.6,382.55,380.95,384.95,384.55,385.32,594.8,323.0,"53,17,630","2,04,89,72,460.75","63,084"
EQ,264.75,270.6,262.65,263.1,263.6,263.9,266.66,311.8,171.3,"16,94,303","45,18,08,690.50","38,657"
EQ,653.2,657.9,642.1,645.65,643.45,642.95,647.95,804.9,397.65,"18,04,001","1,16,89,06,388.45","70,751"
EQ,496.0,515.75,495.0,491.2,515.75,512.85,507.3,828.0,358.2,"16,53,807","83,89,79,172.40","37,728"
EQ,138.0,139.75,137.92,137.65,139.5,139.51,139.06,196.8,113.1,"1,30,89,770","1,82,02,34,883.32","82,770"
EQ,202.45,213.83,201.82,200.95,206.75,206.56,208.34,663.0,124.25,"2,44,88,795","5,10,19,79,741.16","1,64,693"
EQ,552.0,555.8,543.0,548.9,543.45,544.2,547.85,895.85,432.0,"88,75,688","4,86,25,02,952.65","1,39,452"
EQ,324.25,331.35,324.25,327.85,329.9,329.65,327.7,366.25,211.55,"2,31,74,488","7,59,42,62,871.00","1,44,389"
EQ,359.0,370.0,358.2,358.2,367.7,367.45,364.4,448.45,272.8,"1,42,05,760","5,17,66,21,764.70","1,90,879"
EQ,"1,344.00","1,365.00","1,305.00","1,327.95","1,312.00","1,312.80","1,326.09","2,174.10",870.25,"76,85,780","10,19,20,34,909.50","2,60,647"
EQ,297.5,297.8,292.05,294.15,294.5,294.25,294.13,687.95,279.35,"91,98,285","2,70,55,04,907.95","93,116"
EQ,925.95,935.60,919.05,918.55,926.80,925.80,928.59,"1,097.00",674.3,"16,36,042","1,51,92,18,166.60","51,104"
EQ,353.15,362.95,352.4,349.15,356.0,356.35,356.88,506.0,308.8,"10,44,771","37,28,54,111.05","28,861"
EQ,66.79,67.3,65.0,66.12,65.35,65.4,66.12,86.04,33.9,"9,11,00,475","6,02,40,13,784.59","2,23,793"
EQ,81.89,82.7,81.6,81.48,82.0,81.98,82.05,118.4,56.7,"1,39,09,353","1,14,12,95,609.84","61,780"
EQ,656.85,663.65,635.0,652.25,637.6,637.15,650.16,814.9,524.0,"23,66,581","1,53,86,51,311.40","48,548"
EQ,114.0,117.9,113.87,113.81,117.6,117.03,116.11,170.5,81.05,"62,61,955","72,70,69,367.49","43,906"
EQ,338.75,340.0,335.2,338.55,339.6,339.3,338.23,384.2,203.3,"17,93,621","60,66,49,262.15","33,768"
EQ,807.90,817.95,795.10,779.00,817.95,817.95,806.39,"2,417.75",720.75,"6,84,479","55,19,59,241.25","19,974"
EQ,418.4,429.9,417.6,416.5,428.1,428.55,425.66,494.85,276.5,"1,43,66,296","6,11,51,28,557.00","1,35,582"
EQ,368.95,375.15,368.0,367.45,372.5,372.75,372.43,448.45,272.8,"2,20,35,954","8,20,68,21,948.15","2,28,229"
EQ,139.51,141.1,139.15,139.51,139.94,139.86,140.06,196.8,113.1,"1,27,45,610","1,78,51,62,794.36","90,384"
EQ,384.0,391.65,382.7,384.55,387.5,387.65,388.05,594.8,323.0,"34,76,461","1,34,90,38,358.65","51,155"
EQ,340.0,345.0,335.0,339.3,336.05,336.35,340.5,384.2,203.3,"22,76,013","77,49,76,220.15","25,968"
EQ,65.9,68.45,65.34,65.4,67.92,67.72,67.34,86.04,33.9,"9,76,07,170","6,57,26,29,210.26","2,44,612"
EQ,329.05,331.25,321.1,329.65,325.3,325.05,325.55,366.25,211.55,"1,78,80,011","5,82,08,95,615.85","1,28,296"
EQ,925.00,937.00,920.45,925.80,934.45,935.50,930.02,"1,097.00",674.3,"11,47,200","1,06,69,18,372.55","48,632"
EQ,265.2,267.05,262.35,263.9,263.8,263.85,265.04,311.8,171.3,"12,80,636","33,94,16,771.85","20,756"
EQ,546.8,548.4,535.4,544.2,536.95,537.55,540.39,895.85,432.0,"50,65,333","2,73,72,56,000.30","92,480"
EQ,652.05,654.0,640.25,642.95,649.0,648.4,646.56,804.9,397.65,"28,87,694","1,86,70,68,256.95","80,007"
EQ,201.6,208.03,201.37,199.99,207.5,206.73,204.9,246.3,134.85,"1,48,41,619","3,04,10,68,571.92","1,79,925"
EQ,"1,320.00","1,330.05","1,251.90","1,312.80","1,262.50","1,260.85","1,273.96","2,174.10",870.25,"51,09,679","6,50,95,27,391.60","1,90,142"
EQ,117.96,118.9,116.8,117.03,117.3,117.22,117.78,170.5,81.05,"60,00,744","70,67,48,903.73","33,690"
EQ,639.15,643.8,633.2,637.15,635.0,635.25,638.26,814.9,524.0,"3,38,445","21,60,16,922.45","13,935"
EQ,428.55,432.0,424.3,428.55,425.45,425.65,427.65,494.85,276.5,"61,95,150","2,64,93,49,684.55","77,112"
EQ,357.5,364.8,353.8,356.35,356.65,356.65,358.81,506.0,308.8,"6,80,092","24,40,27,120.40","16,165"
EQ,294.2,299.55,292.85,294.25,294.0,293.65,295.81,687.95,279.35,"98,40,659","2,91,09,68,387.25","1,06,917"
EQ,515.8,519.7,500.7,512.85,516.7,517.3,511.36,828.0,358.2,"12,27,669","62,77,82,124.85","26,803"
EQ,207.83,209.98,202.5,206.56,204.15,204.38,205.06,663.0,124.25,"75,86,079","1,55,55,97,072.81","54,759"
EQ,840.00,848.30,820.00,817.95,828.70,834.15,834.02,"2,417.75",720.75,"7,18,868","59,95,52,286.85","25,666"
EQ,82.34,83.27,81.7,81.98,82.0,81.95,82.18,118.4,56.7,"2,02,41,141","1,66,34,03,844.16","74,270"
EQ,"1,326.00","1,328.40","1,304.05","1,323.30","1,309.50","1,308.95","1,310.74","3,217.60","1,217.25","1,96,08,540","25,70,17,43,568.80","2,50,873"
EQ,263.85,264.3,260.0,262.35,260.7,260.7,261.88,345.0,192.05,"1,07,13,838","2,80,57,13,534.25","1,15,588"
